# The (real space) HaloFit power spectrum from CLASS.
#      k[h/Mpc]            P(k)
    1.00000e-04     4.26023e+02
    1.00578e-04     4.28400e+02
    1.01158e-04     4.30790e+02
    1.01743e-04     4.33193e+02
    1.02330e-04     4.35610e+02
    1.02921e-04     4.38040e+02
    1.03516e-04     4.40483e+02
    1.04114e-04     4.42941e+02
    1.04715e-04     4.45411e+02
    1.05320e-04     4.47896e+02
    1.05928e-04     4.50395e+02
    1.06540e-04     4.52907e+02
    1.07155e-04     4.55434e+02
    1.07774e-04     4.57974e+02
    1.08396e-04     4.60529e+02
    1.09022e-04     4.63098e+02
    1.09652e-04     4.65681e+02
    1.10285e-04     4.68279e+02
    1.10922e-04     4.70891e+02
    1.11563e-04     4.73517e+02
    1.12207e-04     4.76159e+02
    1.12855e-04     4.78815e+02
    1.13507e-04     4.81486e+02
    1.14163e-04     4.84171e+02
    1.14822e-04     4.86872e+02
    1.15485e-04     4.89588e+02
    1.16152e-04     4.92318e+02
    1.16823e-04     4.95064e+02
    1.17498e-04     4.97826e+02
    1.18176e-04     5.00602e+02
    1.18859e-04     5.03395e+02
    1.19545e-04     5.06202e+02
    1.20236e-04     5.09026e+02
    1.20930e-04     5.11865e+02
    1.21629e-04     5.14720e+02
    1.22331e-04     5.17590e+02
    1.23038e-04     5.20477e+02
    1.23748e-04     5.23380e+02
    1.24463e-04     5.26299e+02
    1.25182e-04     5.29234e+02
    1.25905e-04     5.32186e+02
    1.26632e-04     5.35154e+02
    1.27363e-04     5.38139e+02
    1.28099e-04     5.41140e+02
    1.28839e-04     5.44158e+02
    1.29583e-04     5.47192e+02
    1.30331e-04     5.50244e+02
    1.31084e-04     5.53313e+02
    1.31841e-04     5.56398e+02
    1.32602e-04     5.59501e+02
    1.33368e-04     5.62621e+02
    1.34138e-04     5.65759e+02
    1.34913e-04     5.68914e+02
    1.35692e-04     5.72086e+02
    1.36476e-04     5.75276e+02
    1.37264e-04     5.78484e+02
    1.38057e-04     5.81710e+02
    1.38854e-04     5.84954e+02
    1.39656e-04     5.88216e+02
    1.40463e-04     5.91496e+02
    1.41274e-04     5.94794e+02
    1.42090e-04     5.98110e+02
    1.42911e-04     6.01446e+02
    1.43736e-04     6.04799e+02
    1.44566e-04     6.08171e+02
    1.45401e-04     6.11562e+02
    1.46241e-04     6.14972e+02
    1.47085e-04     6.18401e+02
    1.47935e-04     6.21849e+02
    1.48789e-04     6.25316e+02
    1.49649e-04     6.28802e+02
    1.50513e-04     6.32308e+02
    1.51382e-04     6.35833e+02
    1.52257e-04     6.39378e+02
    1.53136e-04     6.42943e+02
    1.54020e-04     6.46527e+02
    1.54910e-04     6.50132e+02
    1.55805e-04     6.53756e+02
    1.56704e-04     6.57401e+02
    1.57609e-04     6.61065e+02
    1.58520e-04     6.64751e+02
    1.59435e-04     6.68456e+02
    1.60356e-04     6.72183e+02
    1.61282e-04     6.75930e+02
    1.62214e-04     6.79698e+02
    1.63151e-04     6.83486e+02
    1.64093e-04     6.87296e+02
    1.65041e-04     6.91127e+02
    1.65994e-04     6.94980e+02
    1.66952e-04     6.98853e+02
    1.67917e-04     7.02749e+02
    1.68886e-04     7.06666e+02
    1.69862e-04     7.10604e+02
    1.70843e-04     7.14565e+02
    1.71830e-04     7.18548e+02
    1.72822e-04     7.22552e+02
    1.73820e-04     7.26579e+02
    1.74824e-04     7.30629e+02
    1.75834e-04     7.34701e+02
    1.76849e-04     7.38795e+02
    1.77871e-04     7.42912e+02
    1.78898e-04     7.47053e+02
    1.79931e-04     7.51216e+02
    1.80970e-04     7.55402e+02
    1.82016e-04     7.59611e+02
    1.83067e-04     7.63844e+02
    1.84124e-04     7.68101e+02
    1.85187e-04     7.72381e+02
    1.86257e-04     7.76685e+02
    1.87333e-04     7.81012e+02
    1.88415e-04     7.85364e+02
    1.89503e-04     7.89740e+02
    1.90597e-04     7.94140e+02
    1.91698e-04     7.98565e+02
    1.92805e-04     8.03014e+02
    1.93919e-04     8.07488e+02
    1.95039e-04     8.11986e+02
    1.96165e-04     8.16510e+02
    1.97298e-04     8.21059e+02
    1.98438e-04     8.25633e+02
    1.99584e-04     8.30232e+02
    2.00736e-04     8.34857e+02
    2.01896e-04     8.39508e+02
    2.03062e-04     8.44184e+02
    2.04235e-04     8.48886e+02
    2.05414e-04     8.53615e+02
    2.06600e-04     8.58369e+02
    2.07794e-04     8.63150e+02
    2.08994e-04     8.67958e+02
    2.10201e-04     8.72792e+02
    2.11415e-04     8.77653e+02
    2.12636e-04     8.82541e+02
    2.13864e-04     8.87456e+02
    2.15099e-04     8.92399e+02
    2.16341e-04     8.97368e+02
    2.17591e-04     9.02366e+02
    2.18848e-04     9.07390e+02
    2.20112e-04     9.12443e+02
    2.21383e-04     9.17524e+02
    2.22661e-04     9.22633e+02
    2.23947e-04     9.27770e+02
    2.25241e-04     9.32936e+02
    2.26542e-04     9.38130e+02
    2.27850e-04     9.43354e+02
    2.29166e-04     9.48606e+02
    2.30489e-04     9.53887e+02
    2.31821e-04     9.59197e+02
    2.33160e-04     9.64537e+02
    2.34506e-04     9.69906e+02
    2.35861e-04     9.75306e+02
    2.37223e-04     9.80735e+02
    2.38593e-04     9.86194e+02
    2.39971e-04     9.91683e+02
    2.41357e-04     9.97203e+02
    2.42751e-04     1.00275e+03
    2.44153e-04     1.00833e+03
    2.45563e-04     1.01395e+03
    2.46981e-04     1.01959e+03
    2.48407e-04     1.02526e+03
